title,release_date,libsyn_page,download_link
#295: Crossover With QAnon Anonymous,"May 13, 2019",https://knowledgefight.libsyn.com/knowledge-fight-crossover-with-qanon-anonymous,https://traffic.libsyn.com/secure/knowledgefight/CrossoverEp.mp3
"#296: May 8, 2019","May 15, 2019",https://knowledgefight.libsyn.com/knowledge-fight-may-8-2019,https://traffic.libsyn.com/secure/knowledgefight/May8-2019.mp3
"#297: January 17-18, 2013","May 17, 2019",https://knowledgefight.libsyn.com/knowledge-fight-january-17-18-2013,https://traffic.libsyn.com/secure/knowledgefight/Jan17-18-2013.mp3
"#298: January 20-23, 2013","May 20, 2019",https://knowledgefight.libsyn.com/knowledge-fight-january-20-23-2013,https://traffic.libsyn.com/secure/knowledgefight/Jan20-23-2013.mp3
"#299: May 17-20, 2019","May 22, 2019",https://knowledgefight.libsyn.com/knowledge-fight-may-17-20-2019,https://traffic.libsyn.com/secure/knowledgefight/May-17-20.mp3
"#300: May 21-22, 2019","May 24, 2019",https://knowledgefight.libsyn.com/knowledge-fight-may-21-22-2019,https://traffic.libsyn.com/secure/knowledgefight/May21-22-19.mp3
"#301: January 24-28, 2013","May 27, 2019",https://knowledgefight.libsyn.com/knowledge-fight-january-24-28-2013,https://traffic.libsyn.com/secure/knowledgefight/Jan24-28-13.mp3
#302: Discernment Overload,"May 29, 2019",https://knowledgefight.libsyn.com/knowledge-fight-discernment-overload,https://traffic.libsyn.com/secure/knowledgefight/MooreOfKevin.mp3
"#303: January 29-31, 2013","May 31, 2019",https://knowledgefight.libsyn.com/knowledge-fight-january-29-31-2013,https://traffic.libsyn.com/secure/knowledgefight/Jan29-31-2013.mp3
"#304: May 30-31, 2019","Jun 3, 2019",https://knowledgefight.libsyn.com/knowledge-fight-may-30-31-2019,https://traffic.libsyn.com/secure/knowledgefight/May30-31-2019.mp3
"#305: February 1, 2013","Jun 5, 2019",https://knowledgefight.libsyn.com/knowledge-fight-february-1-2013,https://traffic.libsyn.com/secure/knowledgefight/2-1-2013.mp3
"#306: June 4-5, 2019","Jun 7, 2019",https://knowledgefight.libsyn.com/knowledge-fight-june-4-5-2019,https://traffic.libsyn.com/secure/knowledgefight/June4-5-2019.mp3
"#307: February 3-5, 2013","Jun 10, 2019",https://knowledgefight.libsyn.com/knowledge-fight-february-3-5-2013,https://traffic.libsyn.com/secure/knowledgefight/Feb3-5-2013.mp3
"#308: February 6-8, 2013","Jun 12, 2019",https://knowledgefight.libsyn.com/knowledge-fight-february-6-8-2013,https://traffic.libsyn.com/secure/knowledgefight/Feb06-08-2013.mp3
"#309: June 10-11, 2019","Jun 14, 2019",https://knowledgefight.libsyn.com/knowledge-fight-june-10-11-2019,https://traffic.libsyn.com/secure/knowledgefight/June10-11-2019.mp3
"#310: June 13-14, 2019","Jun 17, 2019",https://knowledgefight.libsyn.com/knowledge-fight-june-13-14-2019,https://traffic.libsyn.com/secure/knowledgefight/June13-14-2019.mp3
"#311: June 17-19, 2019","Jun 21, 2019",https://knowledgefight.libsyn.com/knowledge-fight-june-17-19-2019,https://traffic.libsyn.com/secure/knowledgefight/June17-19-2019.mp3
"#312: February 10-13, 2013","Jun 24, 2019",https://knowledgefight.libsyn.com/knowledge-fight-february-10-13-2013,https://traffic.libsyn.com/secure/knowledgefight/Feb10-13-13.mp3
"#313: June 23-24, 2019","Jun 26, 2019",https://knowledgefight.libsyn.com/knowledge-fight-june-23-24-2019,https://traffic.libsyn.com/secure/knowledgefight/June23-24-2019.mp3
"#314: February 14-15, 2013","Jun 28, 2019",https://knowledgefight.libsyn.com/knowledge-fight-february-14-15-2013,https://traffic.libsyn.com/secure/knowledgefight/Feb14-15-2013.mp3
"#315: February 17-18, 2013","Jul 1, 2019",https://knowledgefight.libsyn.com/knowledge-fight-february-17-18-2013,https://traffic.libsyn.com/secure/knowledgefight/Feb17-18-13.mp3
"#316: July 1, 2019","Jul 3, 2019",https://knowledgefight.libsyn.com/knowledge-fight-july-1-2019,https://traffic.libsyn.com/secure/knowledgefight/July1-2019.mp3
"#317: February 19-20, 2013","Jul 5, 2019",https://knowledgefight.libsyn.com/knowledge-fight-february-19-20-2013,https://traffic.libsyn.com/secure/knowledgefight/Feb19-20-2013.mp3
"#318: July 5, 2019","Jul 8, 2019",https://knowledgefight.libsyn.com/knowledge-fight-july-5-2019,https://traffic.libsyn.com/secure/knowledgefight/July-05-2019.mp3
"#319: July 7-8, 2019","Jul 10, 2019",https://knowledgefight.libsyn.com/knowledge-fight-july-7-8-2019,https://traffic.libsyn.com/secure/knowledgefight/July7-8-2019.mp3
"#320: February 21-22, 2013","Jul 12, 2019",https://knowledgefight.libsyn.com/knowledge-fight-february-21-22-2013,https://traffic.libsyn.com/secure/knowledgefight/Feb21-22-2013.mp3
"#321: February 24-26, 2013","Jul 15, 2019",https://knowledgefight.libsyn.com/knowledge-fight-february-24-26-2013,https://traffic.libsyn.com/secure/knowledgefight/Feb24-26-2013.mp3
"#322: July 16-17, 2019","Jul 19, 2019",https://knowledgefight.libsyn.com/knowledge-fight-july-16-17-2019,https://traffic.libsyn.com/secure/knowledgefight/July16-17-2019.mp3
"#323: July 19, 2019","Jul 22, 2019",https://knowledgefight.libsyn.com/knowledge-fight-july-19-2019,https://traffic.libsyn.com/secure/knowledgefight/July-19-2019.mp3
#324: Bilderberg Speeches,"Jul 26, 2019",https://knowledgefight.libsyn.com/knowledge-fight-bilderberg-speeches,https://traffic.libsyn.com/secure/knowledgefight/BilderbergSpeechEp.mp3
"#325: Feb. 27-Mar. 10, 2013","Jul 29, 2019",https://knowledgefight.libsyn.com/knowledge-fight-feb-27-mar-10-2013,https://traffic.libsyn.com/secure/knowledgefight/Feb27-Mar10-2013.mp3
"#326: July 26-29, 2019","Jul 31, 2019",https://knowledgefight.libsyn.com/knowledge-fight-july-26-29-2019,https://traffic.libsyn.com/secure/knowledgefight/July26-29-2019.mp3
"#327: July 31, 2019","Aug 2, 2019",https://knowledgefight.libsyn.com/knowledge-fight-july-31-2019,https://traffic.libsyn.com/secure/knowledgefight/July31-2019.mp3
"#328: March 11-12, 2013","Aug 5, 2019",https://knowledgefight.libsyn.com/knowledge-fight-march-11-12-2013,https://traffic.libsyn.com/secure/knowledgefight/Mar11-12-2013.mp3
"#329: August 4-5, 2019","Aug 7, 2019",https://knowledgefight.libsyn.com/knowledge-fight-august-4-5-2019,https://traffic.libsyn.com/secure/knowledgefight/Aug4-5-2019.mp3
#330: Magic Coins And Sheep Nations,"Aug 9, 2019",https://knowledgefight.libsyn.com/knowledge-fight-magic-coins-and-sheep-nations,https://traffic.libsyn.com/secure/knowledgefight/LanceWallnauEp.mp3
"#331: March 13-14, 2013","Aug 12, 2019",https://knowledgefight.libsyn.com/knowledge-fight-march-13-14-2013,https://traffic.libsyn.com/secure/knowledgefight/Mar13-14-2013.mp3
#332: Anunnaki Stasis and Emerald Treaties,"Aug 14, 2019",https://knowledgefight.libsyn.com/knowledge-fight-anunnaki-stasis-and-emerald-treaties,https://traffic.libsyn.com/secure/knowledgefight/EmilyWindsorCragg.mp3
"#333: August 16, 2019","Aug 21, 2019",https://knowledgefight.libsyn.com/knowledge-fight-august-16-2019,https://traffic.libsyn.com/secure/knowledgefight/Aug16-2019.mp3
"#334: August 21-22, 2019","Aug 23, 2019",https://knowledgefight.libsyn.com/knowledge-fight-august-21-22-2019,https://traffic.libsyn.com/secure/knowledgefight/August21-22-2019.mp3
"#335: March 15-22, 2013","Aug 25, 2019",https://knowledgefight.libsyn.com/knowledge-fight-march-15-22-2013,https://traffic.libsyn.com/secure/knowledgefight/Mar15-22-2013.mp3
"#336: March 24-26, 2013","Aug 28, 2019",https://knowledgefight.libsyn.com/knowledge-fight-march-24-26-2013,https://traffic.libsyn.com/secure/knowledgefight/Mar24-26-2013.mp3
"#337: August 28-29, 2019","Aug 30, 2019",https://knowledgefight.libsyn.com/knowledge-fight-august-28-29-2019,https://traffic.libsyn.com/secure/knowledgefight/August28-29-2019.mp3
"#338: March 27-28, 2013","Sep 2, 2019",https://knowledgefight.libsyn.com/knowledge-fight-march-27-28-2013,https://traffic.libsyn.com/secure/knowledgefight/Mar27-28-2013.mp3
"#339: March 29-April 1, 2013","Sep 4, 2019",https://knowledgefight.libsyn.com/knowledge-fight-march-29-april-1-2013,https://traffic.libsyn.com/secure/knowledgefight/Mar29-April1-2013.mp3
#340: All About Steve,"Sep 6, 2019",https://knowledgefight.libsyn.com/knowledge-fight-all-about-steve,https://traffic.libsyn.com/secure/knowledgefight/StevePz.mp3
"#341: September 5, 2019","Sep 9, 2019",https://knowledgefight.libsyn.com/knowledge-fight-sept-5-2019,https://traffic.libsyn.com/secure/knowledgefight/Sept5-2019.mp3
"#342: September 6-11, 2019","Sep 13, 2019",https://knowledgefight.libsyn.com/knowledge-fight-september-6-11-2019,https://traffic.libsyn.com/secure/knowledgefight/Sept6-11-2019.mp3
"#343: April 3-8, 2013","Sep 16, 2019",https://knowledgefight.libsyn.com/knowledge-fight-april-3-8-2013,https://traffic.libsyn.com/secure/knowledgefight/April3-8-2013.mp3
"#344: April 9-10, 2013","Sep 18, 2019",https://knowledgefight.libsyn.com/knowledge-fight-april-9-10-2013,https://traffic.libsyn.com/secure/knowledgefight/April9-10-2013.mp3
"#345: September 19, 2019","Sep 20, 2019",https://knowledgefight.libsyn.com/knowledge-fight-september-19-2019,https://traffic.libsyn.com/secure/knowledgefight/Sept19-2019.mp3
"#346: April 11-14, 2013","Sep 23, 2019",https://knowledgefight.libsyn.com/knowledge-fight-april-11-14-2013,https://traffic.libsyn.com/secure/knowledgefight/April11-14-2013.mp3
"#347: September 23, 2019","Sep 25, 2019",https://knowledgefight.libsyn.com/knowledge-fight-september-23-2019,https://traffic.libsyn.com/secure/knowledgefight/Sept23-2019.mp3
"#348: September 24-25, 2019","Sep 27, 2019",https://knowledgefight.libsyn.com/knowledge-fight-september-24-25-2019,https://traffic.libsyn.com/secure/knowledgefight/Sept24-25-2019.mp3
"#349: April 15-16, 2013","Sep 30, 2019",https://knowledgefight.libsyn.com/knowledge-fight-april-15-16-2013,https://traffic.libsyn.com/secure/knowledgefight/April15-16-2013.mp3
"#350: September 29-30, 2019","Oct 2, 2019",https://knowledgefight.libsyn.com/knowledge-fight-september-29-30-2019,https://traffic.libsyn.com/secure/knowledgefight/Sept29-30-2019.mp3
#351: Jordan Takes The Wheel 2,"Oct 4, 2019",https://knowledgefight.libsyn.com/knowledge-fight-jordan-takes-the-wheel-2,https://traffic.libsyn.com/secure/knowledgefight/JordanEp2.mp3
"#352: April 17, 2013","Oct 7, 2019",https://knowledgefight.libsyn.com/knowledge-fight-april-17-2013,https://traffic.libsyn.com/secure/knowledgefight/April17-2013.mp3
#353: Mark Richards Pt. 11,"Oct 9, 2019",https://knowledgefight.libsyn.com/knowledge-fight-mark-richards-pt-11,https://traffic.libsyn.com/secure/knowledgefight/Mark-Richards.mp3
"#354: October 8-9, 2019","Oct 11, 2019",https://knowledgefight.libsyn.com/knowledge-fight-october-8-9-2019,https://traffic.libsyn.com/secure/knowledgefight/Oct8-9-2019.mp3
"#355: April 18, 2013","Oct 14, 2019",https://knowledgefight.libsyn.com/knowledge-fight-april-18-2013,https://traffic.libsyn.com/secure/knowledgefight/April18-2019.mp3
"#356: October 11, 2019","Oct 16, 2019",https://knowledgefight.libsyn.com/knowledge-fight-october-11-2019,https://traffic.libsyn.com/secure/knowledgefight/Oct11-2019.mp3
"#357: October 16, 2019","Oct 18, 2019",https://knowledgefight.libsyn.com/knowledge-fight-october-16-2019,https://traffic.libsyn.com/secure/knowledgefight/Oct16-2019.mp3
"#358: October 18, 2019","Oct 21, 2019",https://knowledgefight.libsyn.com/knowledge-fight-october-18-2019,https://traffic.libsyn.com/secure/knowledgefight/Oct18-2019.mp3
#359: It's All Legs,"Oct 23, 2019",https://knowledgefight.libsyn.com/knowledge-fight-its-all-legs,https://traffic.libsyn.com/secure/knowledgefight/CoastToCoastAlex1.mp3
"#360: October 23, 2019","Oct 25, 2019",https://knowledgefight.libsyn.com/knowledge-fight-october-23-2019,https://traffic.libsyn.com/secure/knowledgefight/October23-2019.mp3
"#361: April 19, 2013","Oct 28, 2019",https://knowledgefight.libsyn.com/knowledge-fight-april-19-2013,https://traffic.libsyn.com/secure/knowledgefight/April-19-2019.mp3
#362: There Is No Mermaid,"Oct 30, 2019",https://knowledgefight.libsyn.com/knowledge-fight-there-is-no-mermaid,https://traffic.libsyn.com/secure/knowledgefight/TimeTravelers.mp3
"#363: October 30, 2019","Nov 1, 2019",https://knowledgefight.libsyn.com/knowledge-fight-october-30-2019,https://traffic.libsyn.com/secure/knowledgefight/Oct30-2019.mp3
"#364: April 21-22, 2013","Nov 4, 2019",https://knowledgefight.libsyn.com/knowledge-fight-april-21-22-2013,https://traffic.libsyn.com/secure/knowledgefight/April21-22-2013.mp3
#365: She Doesn't Do Politics,"Nov 6, 2019",https://knowledgefight.libsyn.com/knowledge-fight-she-doesnt-do-politics,https://traffic.libsyn.com/secure/knowledgefight/PaulaWhite2.mp3
"#366: November 5-6, 2019","Nov 8, 2019",https://knowledgefight.libsyn.com/knowledge-fight-november-5-6-2019,https://traffic.libsyn.com/secure/knowledgefight/Nov5-6-19.mp3
"#367: April 23, 2013","Nov 11, 2019",https://knowledgefight.libsyn.com/knowledge-fight-april-23-2013,https://traffic.libsyn.com/secure/knowledgefight/April-23-2013.mp3
"#368: November 11-12, 2019","Nov 13, 2019",https://knowledgefight.libsyn.com/knowledge-fight-november-11-12-2019,https://traffic.libsyn.com/secure/knowledgefight/Nov11-2019.mp3
"#369: November 13, 2019","Nov 15, 2019",https://knowledgefight.libsyn.com/knowledge-fight-november-13-2019,https://traffic.libsyn.com/secure/knowledgefight/Nov-13-2019.mp3
"#370: November 14-15, 2019","Nov 18, 2019",https://knowledgefight.libsyn.com/knowledge-fight-november-14-15-2019,https://traffic.libsyn.com/secure/knowledgefight/Nov14-15-2019.mp3
#371: Canonical Space Weirdness,"Nov 20, 2019",https://knowledgefight.libsyn.com/knowledge-fight-canonical-space-weirdness,https://traffic.libsyn.com/secure/knowledgefight/CannonAndMoore.mp3
"#372: November 20-21, 2019","Nov 22, 2019",https://knowledgefight.libsyn.com/knowledge-fight-november-20-21-2019,https://traffic.libsyn.com/secure/knowledgefight/Nov20-21-2019.mp3
"#373: April 24, 2013","Nov 25, 2019",https://knowledgefight.libsyn.com/knowledge-fight-april-24-2013,https://traffic.libsyn.com/secure/knowledgefight/April-24-2013.mp3
"#374: November 25, 2019","Nov 27, 2019",https://knowledgefight.libsyn.com/knowledge-fight-november-25-2019,https://traffic.libsyn.com/secure/knowledgefight/Nov-25-2019.mp3
"#375: November 29, 2019","Dec 2, 2019",https://knowledgefight.libsyn.com/knowledge-fight-november-29-2019,https://traffic.libsyn.com/secure/knowledgefight/Nov-29-2019.mp3
"#376: December 3-5, 2019","Dec 10, 2019",https://knowledgefight.libsyn.com/knowledge-fight-december-3-5-2019,https://traffic.libsyn.com/secure/knowledgefight/Dec-3-5-2019.mp3
"#377: December 6-10, 2019","Dec 12, 2019",https://knowledgefight.libsyn.com/knowledge-fight-december-6-10-2019,https://traffic.libsyn.com/secure/knowledgefight/Dec6-10-2019.mp3
#378: Formulaic Objections Part 2,"Dec 16, 2019",https://knowledgefight.libsyn.com/knowledge-fight-formulaic-objections-part-2,https://traffic.libsyn.com/secure/knowledgefight/DepositionsEp.mp3
"#379: December 13-16, 2019","Dec 18, 2019",https://knowledgefight.libsyn.com/knowledge-fight-december-13-16-2019,https://traffic.libsyn.com/secure/knowledgefight/Dec13-16-2019.mp3
"#380: December 19-20, 2019","Dec 23, 2019",https://knowledgefight.libsyn.com/knowledge-fight-december-19-20-2019,https://traffic.libsyn.com/secure/knowledgefight/Dec19-20-2019.mp3
#381: Making It Big With Silent Weapons,"Dec 25, 2019",https://knowledgefight.libsyn.com/knowledge-fight-making-it-big-with-silent-weapons,https://traffic.libsyn.com/secure/knowledgefight/BillCooper1.mp3
"#382: December 23-27, 2019","Dec 30, 2019",https://knowledgefight.libsyn.com/knowledge-fight-december-23-27-2019,https://traffic.libsyn.com/secure/knowledgefight/Dec23-27-2019.mp3
"#383: December 31, 2019","Jan 1, 2020",https://knowledgefight.libsyn.com/knowledge-fight-december-31-2019,https://traffic.libsyn.com/secure/knowledgefight/Dec31-2019.mp3
"#384: January 3, 2020","Jan 6, 2020",https://knowledgefight.libsyn.com/knowledge-fight-january-3-2020,https://traffic.libsyn.com/secure/knowledgefight/Jan-3-2020.mp3
"#385: January 6, 2020","Jan 8, 2020",https://knowledgefight.libsyn.com/knowledge-fight-january-6-2020,https://traffic.libsyn.com/secure/knowledgefight/Jan-6-2020.mp3
"#386: January 8, 2020","Jan 10, 2020",https://knowledgefight.libsyn.com/knowledge-fight-january-8-2020,https://traffic.libsyn.com/secure/knowledgefight/Jan-8-2020.mp3
"#387: May 13, 2014","Jan 13, 2020",https://knowledgefight.libsyn.com/knowledge-fight-may-13-2014,https://traffic.libsyn.com/secure/knowledgefight/May-13-2014.mp3
"#388: January 12-13, 2020","Jan 15, 2020",https://knowledgefight.libsyn.com/knowledge-fight-january-12-13-2020,https://traffic.libsyn.com/secure/knowledgefight/Jan12-13-2020.mp3
"#389: January 15-17, 2020","Jan 20, 2020",https://knowledgefight.libsyn.com/knowledge-fight-january-15-17-2020,https://traffic.libsyn.com/secure/knowledgefight/Jan15-17-2020.mp3
#390: Grab Bag Minisode,"Jan 22, 2020",https://knowledgefight.libsyn.com/knowledge-fight-grab-bag-minisode,https://traffic.libsyn.com/secure/knowledgefight/GrabBagEp.mp3
"#391: January 22, 2020","Jan 24, 2020",https://knowledgefight.libsyn.com/knowledge-fight-january-22-2020,https://traffic.libsyn.com/secure/knowledgefight/Jan-22-2020.mp3
"#392: January 24, 2020","Jan 27, 2020",https://knowledgefight.libsyn.com/knowledge-fight-january-24-2020,https://traffic.libsyn.com/secure/knowledgefight/Jan-24-2020.mp3
"#393: January 28, 2020","Jan 29, 2020",https://knowledgefight.libsyn.com/knowledge-fight-january-28-2020,https://traffic.libsyn.com/secure/knowledgefight/Jan-28-2020.mp3
"#394: January 31, 2020","Feb 3, 2020",https://knowledgefight.libsyn.com/knowledge-fight-january-31-2020,https://traffic.libsyn.com/secure/knowledgefight/Jan-31-2020.mp3
#395: Ghosts Of Caucuses Past,"Feb 5, 2020",https://knowledgefight.libsyn.com/knowledge-fight-ghosts-of-caucuses-past,https://traffic.libsyn.com/secure/knowledgefight/Minisode2.mp3
"#396: February 6, 2020","Feb 7, 2020",https://knowledgefight.libsyn.com/knowledge-fight-february-6-2020,https://traffic.libsyn.com/secure/knowledgefight/Feb-6-2020.mp3
"#397: February 7-8, 2020","Feb 10, 2020",https://knowledgefight.libsyn.com/knowledge-fight-february-7-8-2020,https://traffic.libsyn.com/secure/knowledgefight/Feb-7-2020.mp3
"#398: February 9-10, 2020","Feb 12, 2020",https://knowledgefight.libsyn.com/knowledge-fight-february-9-10-2020,https://traffic.libsyn.com/secure/knowledgefight/Feb-9-2020.mp3
"#399: February 12-14, 2020","Feb 17, 2020",https://knowledgefight.libsyn.com/knowledge-fight-february-12-14-2020,https://traffic.libsyn.com/secure/knowledgefight/Feb-12-2020.mp3
#400: One Out Of Five Seems High,"Feb 19, 2020",https://knowledgefight.libsyn.com/knowledge-fight-one-out-of-five-seems-high,https://traffic.libsyn.com/secure/knowledgefight/RDS-Kerry.mp3
#401: Formulaic Objections Part 3,"Feb 21, 2020",https://knowledgefight.libsyn.com/knowledge-fight-formulaic-objections-part-3,https://traffic.libsyn.com/secure/knowledgefight/RogerDeposition.mp3
"#402: February 20, 2020","Feb 24, 2020",https://knowledgefight.libsyn.com/knowledge-fight-february-20-2020,https://traffic.libsyn.com/secure/knowledgefight/Feb-20-2020.mp3
"#403: February 24, 2020","Feb 26, 2020",https://knowledgefight.libsyn.com/knowledge-fight-february-24-2020,https://traffic.libsyn.com/secure/knowledgefight/Feb-24-2020.mp3
#404: Mr. Jones Goes To CPAC,"Mar 2, 2020",https://knowledgefight.libsyn.com/knowledge-fight-mr-jones-goes-to-cpac,https://traffic.libsyn.com/secure/knowledgefight/CPACRally-2020.mp3
#405: Root Races and Terminated Spiders,"Mar 6, 2020",https://knowledgefight.libsyn.com/knowledge-fight-root-races-and-terminated-spiders,https://traffic.libsyn.com/secure/knowledgefight/MarkRichardsEp12.mp3
"#406: March 1-4, 2020","Mar 9, 2020",https://knowledgefight.libsyn.com/knowledge-fight-march-1-4-2020,https://traffic.libsyn.com/secure/knowledgefight/Mar1-4-2020.mp3
"#407: March 5-10, 2020","Mar 11, 2020",https://knowledgefight.libsyn.com/knowledge-fight-march-5-10-2020,https://traffic.libsyn.com/secure/knowledgefight/March5-10-2020.mp3
"#408: March 11-13, 2020","Mar 16, 2020",https://knowledgefight.libsyn.com/knowledge-fight-march-11-13-2020,https://traffic.libsyn.com/secure/knowledgefight/Mar11-13-2020.mp3
#409: The Lionel Countdown,"Mar 18, 2020",https://knowledgefight.libsyn.com/knowledge-fight-the-lionel-solution,https://traffic.libsyn.com/secure/knowledgefight/Lionel-3.mp3
"#410: March 19-20, 2020","Mar 23, 2020",https://knowledgefight.libsyn.com/knowledge-fight-march-19-20-2020,https://traffic.libsyn.com/secure/knowledgefight/Mar19-20-2020.mp3
#411: Jordan Takes The Wheel 3,"Mar 25, 2020",https://knowledgefight.libsyn.com/knowledge-fight-jordan-takes-the-wheel-3,https://traffic.libsyn.com/secure/knowledgefight/Jordan-3.mp3
"#412: March 24-25, 2020","Mar 27, 2020",https://knowledgefight.libsyn.com/knowledge-fight-march-24-25-2020,https://traffic.libsyn.com/secure/knowledgefight/Mar24-25-2020.mp3
"#413: March 27, 2020","Mar 30, 2020",https://knowledgefight.libsyn.com/knowledge-fight-march-27-2020,https://traffic.libsyn.com/secure/knowledgefight/Mar27-2020.mp3
#414: Bill Cooper's Ambitiously Bad Idea,"Apr 1, 2020",https://knowledgefight.libsyn.com/knowledge-fight-bill-coopers-ambitiously-bad-idea,https://traffic.libsyn.com/secure/knowledgefight/BillBuysTheMedia.mp3
"#415: April 1, 2020","Apr 3, 2020",https://knowledgefight.libsyn.com/knowledge-fight-april-1-2020,https://traffic.libsyn.com/secure/knowledgefight/April-1-2020.mp3
"#416: April 2, 2020","Apr 6, 2020",https://knowledgefight.libsyn.com/knowledge-fight-april-2-2020,https://traffic.libsyn.com/secure/knowledgefight/April-2-2020.mp3
"#417: April 5, 2020","Apr 8, 2020",https://knowledgefight.libsyn.com/knowledge-fight-april-5-2020,https://traffic.libsyn.com/secure/knowledgefight/April-5-2020.mp3
"#418: April 8, 2020","Apr 10, 2020",https://knowledgefight.libsyn.com/knowledge-fight-april-8-2020,https://traffic.libsyn.com/secure/knowledgefight/April-8-2020.mp3
#419: Disease Denial and Vampire Affirmation,"Apr 13, 2020",https://knowledgefight.libsyn.com/knowledge-fight-disease-denial-and-vampire-affirmation,https://traffic.libsyn.com/secure/knowledgefight/KerryCovidUpdate.mp3
#420: The Militia Tech Support Call-In Show,"Apr 15, 2020",https://knowledgefight.libsyn.com/knowledge-fight-the-militia-tech-support-call-in-show,https://traffic.libsyn.com/secure/knowledgefight/BillCooperCallIn.mp3
"#421: April 16, 2020","Apr 17, 2020",https://knowledgefight.libsyn.com/421-april-16-2020,https://traffic.libsyn.com/secure/knowledgefight/April-16-2020.mp3
"#422: April 17, 2020","Apr 20, 2020",https://knowledgefight.libsyn.com/422-april-17-2020,https://traffic.libsyn.com/secure/knowledgefight/April-17-2020.mp3
"#423: April 20, 2020","Apr 22, 2020",https://knowledgefight.libsyn.com/423-april-20-2020,https://traffic.libsyn.com/secure/knowledgefight/April-20-2020.mp3
"#424: April 21-22, 2020","Apr 24, 2020",https://knowledgefight.libsyn.com/424-april-21-22-2020,https://traffic.libsyn.com/secure/knowledgefight/April21-2020.mp3
"#425: April 23-24, 2020","Apr 27, 2020",https://knowledgefight.libsyn.com/425-april-23-24-2020,https://traffic.libsyn.com/secure/knowledgefight/April23-2020.mp3
"#426: April 27-28, 2020","Apr 29, 2020",https://knowledgefight.libsyn.com/426-april-27-28-2020,https://traffic.libsyn.com/secure/knowledgefight/April-27-2020.mp3
"#427: April 29-30, 2020","May 1, 2020",https://knowledgefight.libsyn.com/427-april-29-30-2020,https://traffic.libsyn.com/secure/knowledgefight/April2930-2020.mp3
"#428: May 1, 2020","May 4, 2020",https://knowledgefight.libsyn.com/428-may-1-2020,https://traffic.libsyn.com/secure/knowledgefight/May-1-2020.mp3
"#429: May 3-4, 2020","May 6, 2020",https://knowledgefight.libsyn.com/429-may-3-4-2020,https://traffic.libsyn.com/secure/knowledgefight/May-3-2020.mp3
"#430: May 5-7, 2020","May 8, 2020",https://knowledgefight.libsyn.com/430-may-5-7-2020,https://traffic.libsyn.com/secure/knowledgefight/May5-2020.mp3
#431: Smash-N-Grab Spy Jobs,"May 11, 2020",https://knowledgefight.libsyn.com/431-smash-n-grab-spy-jobs,https://traffic.libsyn.com/secure/knowledgefight/SuperSoldierEp.mp3
"#432: May 10-11, 2020","May 13, 2020",https://knowledgefight.libsyn.com/432-may-10-11-2020,https://traffic.libsyn.com/secure/knowledgefight/May-10-2020.mp3
"#433: May 12-13, 2020","May 15, 2020",https://knowledgefight.libsyn.com/433-may-12-13-2020,https://traffic.libsyn.com/secure/knowledgefight/May-12-2020.mp3
#434: Bill Cooper Covers OKC Part 1,"May 18, 2020",https://knowledgefight.libsyn.com/434-bill-cooper-does-okc-part-1,https://traffic.libsyn.com/secure/knowledgefight/BillOKC1.mp3
"#435: May 18-21, 2020","May 22, 2020",https://knowledgefight.libsyn.com/435-may-18-21-2020,https://traffic.libsyn.com/secure/knowledgefight/May-18-2020.mp3
"#436: May 22, 2020","May 25, 2020",https://knowledgefight.libsyn.com/436-may-22-2020,https://traffic.libsyn.com/secure/knowledgefight/May-22-2020.mp3
#437: Gawain With a Telescope,"May 27, 2020",https://knowledgefight.libsyn.com/437-gawain-with-a-telescope,https://traffic.libsyn.com/secure/knowledgefight/CamelotEp.mp3
"#438: May 26-28, 2020","May 29, 2020",https://knowledgefight.libsyn.com/438-may-26-28-2020,https://traffic.libsyn.com/secure/knowledgefight/May-26-2020.mp3
"#439: May 29-31, 2020","Jun 1, 2020",https://knowledgefight.libsyn.com/439-may-29-31-2020,https://traffic.libsyn.com/secure/knowledgefight/May-29-2020.mp3
"#440: June 1-2, 2020","Jun 3, 2020",https://knowledgefight.libsyn.com/440-june-1-2-2020,https://traffic.libsyn.com/secure/knowledgefight/June-1-2020.mp3
"#441: June 3-4, 2020","Jun 5, 2020",https://knowledgefight.libsyn.com/441-june-3-4-2020,https://traffic.libsyn.com/secure/knowledgefight/June-3-2020.mp3
"#442: June 5, 2020","Jun 8, 2020",https://knowledgefight.libsyn.com/442-june-5-2020,https://traffic.libsyn.com/secure/knowledgefight/June-5-2020.mp3
"#443: June 9, 2020","Jun 10, 2020",https://knowledgefight.libsyn.com/443-june-9-2020,https://traffic.libsyn.com/secure/knowledgefight/June-9-2020.mp3
We'll Be Back On Monday,"Jun 12, 2020",https://knowledgefight.libsyn.com/well-be-back-on-monday,https://traffic.libsyn.com/secure/knowledgefight/BeBackMonday.mp3
"#444: June 11, 2020","Jun 15, 2020",https://knowledgefight.libsyn.com/444-june-11-2020,https://traffic.libsyn.com/secure/knowledgefight/June-11-2020.mp3
"#445: June 12, 2020","Jun 15, 2020",https://knowledgefight.libsyn.com/445-june-12-2020,https://traffic.libsyn.com/secure/knowledgefight/June-12-2020.mp3
#446: The Super Alpha Male Championship,"Jun 19, 2020",https://knowledgefight.libsyn.com/446-the-super-alpha-male-championship,https://traffic.libsyn.com/secure/knowledgefight/AlphaBeltChamp.mp3
